Event,Gender,Year,Label,CutType,Time,DupCheck
100 Free,Men,2022,2022 Invited,I,42.34,100 FreeMen20222022 InvitedI
1650 Free,Men,2022,2022 A,A,14:37.31,1650 FreeMen20222022 AA
1650 Free,Men,2022,2022 B,B,15:26.19,1650 FreeMen20222022 BB
1650 Free,Men,2022,2022 Invited,I,14:55.21,1650 FreeMen20222022 InvitedI
200 Back,Men,2022,2022 A,A,1:39.13,200 BackMen20222022 AA
200 Back,Men,2022,2022 B,B,1:45.04,200 BackMen20222022 BB
200 Back,Men,2022,2022 Invited,I,1:40.92,200 BackMen20222022 InvitedI
200 Breast,Men,2022,2022 A,A,1:52.28,200 BreastMen20222022 AA
200 Breast,Men,2022,2022 B,B,1:58.43,200 BreastMen20222022 BB
200 Breast,Men,2022,2022 Invited,I,1:53.23,200 BreastMen20222022 InvitedI
200 Fly,Men,2022,2022 A,A,1:40.44,200 FlyMen20222022 AA
200 Fly,Men,2022,2022 B,B,1:46.69,200 FlyMen20222022 BB
200 Fly,Men,2022,2022 Invited,I,1:42.42,200 FlyMen20222022 InvitedI
200 Free,Men,2022,2022 A,A,1:32.05,200 FreeMen20222022 AA
200 Free,Men,2022,2022 B,B,1:36.32,200 FreeMen20222022 BB
200 Free,Men,2022,2022 Invited,I,1:33.08,200 FreeMen20222022 InvitedI
200 Free Relay,Men,2022,2022 A,A,1:17.07,200 Free RelayMen20222022 AA
200 Free Relay,Men,2022,2022 B,B,1:17.80,200 Free RelayMen20222022 BB
200 Free Relay,Men,2022,2022 Invited,I,1:17.59,200 Free RelayMen20222022 InvitedI
200 IM,Men,2022,2022 A,A,1:41.34,200 IMMen20222022 AA
200 IM,Men,2022,2022 B,B,1:46.77,200 IMMen20222022 BB
200 IM,Men,2022,2022 Invited,I,1:43.36,200 IMMen20222022 InvitedI
200 Medley Relay,Men,2022,2022 A,A,1:24.22,200 Medley RelayMen20222022 AA
200 Medley Relay,Men,2022,2022 B,B,1:24.83,200 Medley RelayMen20222022 BB
200 Medley Relay,Men,2022,2022 Invited,I,1:24.83,200 Medley RelayMen20222022 InvitedI
400 Free Relay,Men,2022,2022 A,A,2:50.99,400 Free RelayMen20222022 AA
400 Free Relay,Men,2022,2022 B,B,2:52.46,400 Free RelayMen20222022 BB
400 Free Relay,Men,2022,2022 Invited,I,2:52.26,400 Free RelayMen20222022 InvitedI
400 IM,Men,2022,2022 A,A,3:39.16,400 IMMen20222022 AA
400 IM,Men,2022,2022 B,B,3:51.46,400 IMMen20222022 BB
400 IM,Men,2022,2022 Invited,I,3:43.50,400 IMMen20222022 InvitedI
400 Medley Relay,Men,2022,2022 A,A,3:05.47,400 Medley RelayMen20222022 AA
400 Medley Relay,Men,2022,2022 B,B,3:07.53,400 Medley RelayMen20222022 BB
400 Medley Relay,Men,2022,2022 Invited,I,3:07.29,400 Medley RelayMen20222022 InvitedI
50 Free,Men,2022,2022 A,A,18.96,50 FreeMen20222022 AA
50 Free,Men,2022,2022 B,B,19.96,50 FreeMen20222022 BB
50 Free,Men,2022,2022 Invited,I,19.28,50 FreeMen20222022 InvitedI
500 Free,Men,2022,2022 A,A,4:11.62,500 FreeMen20222022 AA
500 Free,Men,2022,2022 B,B,4:23.34,500 FreeMen20222022 BB
500 Free,Men,2022,2022 Invited,I,4:14.96,500 FreeMen20222022 InvitedI
800 Free Relay,Men,2022,2022 A,A,6:16.80,800 Free RelayMen20222022 AA
800 Free Relay,Men,2022,2022 B,B,6:21.32,800 Free RelayMen20222022 BB
800 Free Relay,Men,2022,2022 Invited,I,6:20.68,800 Free RelayMen20222022 InvitedI
100 Back,Women,2022,2022 A,A,50.93,100 BackWomen20222022 AA
100 Back,Women,2022,2022 B,B,53.94,100 BackWomen20222022 BB
100 Back,Women,2022,2022 Invited,I,52.46,100 BackWomen20222022 InvitedI
100 Breast,Women,2022,2022 A,A,58.46,100 BreastWomen20222022 AA
100 Breast,Women,2022,2022 B,B,1:01.84,100 BreastWomen20222022 BB
100 Breast,Women,2022,2022 Invited,I,59.87,100 BreastWomen20222022 InvitedI
100 Fly,Women,2022,2022 A,A,50.92,100 FlyWomen20222022 AA
100 Fly,Women,2022,2022 B,B,53.76,100 FlyWomen20222022 BB
100 Fly,Women,2022,2022 Invited,I,52.35,100 FlyWomen20222022 InvitedI
100 Free,Women,2022,2022 A,A,47.18,100 FreeWomen20222022 AA
100 Free,Women,2022,2022 B,B,49.51,100 FreeWomen20222022 BB
100 Free,Women,2022,2022 Invited,I,48.44,100 FreeWomen20222022 InvitedI
1650 Free,Women,2022,2022 A,A,15:52.41,1650 FreeWomen20222022 AA
1650 Free,Women,2022,2022 B,B,16:30.59,1650 FreeWomen20222022 BB
1650 Free,Women,2022,2022 Invited,I,16:16.47,1650 FreeWomen20222022 InvitedI
200 Back,Women,2022,2022 A,A,1:50.50,200 BackWomen20222022 AA
200 Back,Women,2022,2022 B,B,1:57.11,200 BackWomen20222022 BB
200 Back,Women,2022,2022 Invited,I,1:53.97,200 BackWomen20222022 InvitedI
200 Breast,Women,2022,2022 A,A,2:06.58,200 BreastWomen20222022 AA
200 Breast,Women,2022,2022 B,B,2:13.97,200 BreastWomen20222022 BB
200 Breast,Women,2022,2022 Invited,I,2:09.15,200 BreastWomen20222022 InvitedI
200 Fly,Women,2022,2022 A,A,1:53.20,200 FlyWomen20222022 AA
200 Fly,Women,2022,2022 B,B,1:59.23,200 FlyWomen20222022 BB
200 Fly,Women,2022,2022 Invited,I,1:56.14,200 FlyWomen20222022 InvitedI
200 Free,Women,2022,2022 A,A,1:42.98,200 FreeWomen20222022 AA
200 Free,Women,2022,2022 B,B,1:47.12,200 FreeWomen20222022 BB
200 Free,Women,2022,2022 Invited,I,1:45.42,200 FreeWomen20222022 InvitedI
200 Free Relay,Women,2022,2022 A,A,1:28.43,200 Free RelayWomen20222022 AA
200 Free Relay,Women,2022,2022 B,B,1:29.21,200 Free RelayWomen20222022 BB
200 Free Relay,Women,2022,2022 Invited,I,1:29.06,200 Free RelayWomen20222022 InvitedI
200 IM,Women,2022,2022 A,A,1:53.66,200 IMWomen20222022 AA
200 IM,Women,2022,2022 B,B,1:59.94,200 IMWomen20222022 BB
200 IM,Women,2022,2022 Invited,I,1:56.85,200 IMWomen20222022 InvitedI
200 Medley Relay,Women,2022,2022 A,A,1:36.40,200 Medley RelayWomen20222022 AA
200 Medley Relay,Women,2022,2022 B,B,1:37.05,200 Medley RelayWomen20222022 BB
200 Medley Relay,Women,2022,2022 Invited,I,1:36.85,200 Medley RelayWomen20222022 InvitedI
400 Free Relay,Women,2022,2022 A,A,3:14.50,400 Free RelayWomen20222022 AA
400 Free Relay,Women,2022,2022 B,B,3:16.35,400 Free RelayWomen20222022 BB
400 Free Relay,Women,2022,2022 Invited,I,3:16.07,400 Free RelayWomen20222022 InvitedI
400 IM,Women,2022,2022 A,A,4:03.62,400 IMWomen20222022 AA
400 IM,Women,2022,2022 B,B,4:17.30,400 IMWomen20222022 BB
400 IM,Women,2022,2022 Invited,I,4:11.60,400 IMWomen20222022 InvitedI
400 Medley Relay,Women,2022,2022 A,A,3:31.66,400 Medley RelayWomen20222022 AA
400 Medley Relay,Women,2022,2022 B,B,3:33.78,400 Medley RelayWomen20222022 BB
400 Medley Relay,Women,2022,2022 Invited,I,3:33.63,400 Medley RelayWomen20222022 InvitedI
50 Free,Women,2022,2022 A,A,21.66,50 FreeWomen20222022 AA
50 Free,Women,2022,2022 B,B,22.76,50 FreeWomen20222022 BB
50 Free,Women,2022,2022 Invited,I,22.16,50 FreeWomen20222022 InvitedI
500 Free,Women,2022,2022 A,A,4:35.76,500 FreeWomen20222022 AA
500 Free,Women,2022,2022 B,B,4:47.20,500 FreeWomen20222022 BB
500 Free,Women,2022,2022 Invited,I,4:43.08,500 FreeWomen20222022 InvitedI
800 Free Relay,Women,2022,2022 A,A,7:00.86,800 Free RelayWomen20222022 AA
800 Free Relay,Women,2022,2022 B,B,7:05.88,800 Free RelayWomen20222022 BB
800 Free Relay,Women,2022,2022 Invited,I,7:05.72,800 Free RelayWomen20222022 InvitedI
100 Back,Men,2021,2021 A,A,44.95,100 BackMen20212021 AA
100 Back,Men,2021,2021 B,B,47.77,100 BackMen20212021 BB
100 Back,Men,2021,2021 Invited,I,46.37,100 BackMen20212021 InvitedI
100 Breast,Men,2021,2021 A,A,51.67,100 BreastMen20212021 AA
100 Breast,Men,2021,2021 B,B,54.27,100 BreastMen20212021 BB
100 Breast,Men,2021,2021 Invited,I,52.40,100 BreastMen20212021 InvitedI
100 Fly,Men,2021,2021 A,A,45.05,100 FlyMen20212021 AA
100 Fly,Men,2021,2021 B,B,47.43,100 FlyMen20212021 BB
100 Fly,Men,2021,2021 Invited,I,46.29,100 FlyMen20212021 InvitedI
100 Free,Men,2021,2021 A,A,41.71,100 FreeMen20212021 AA
100 Free,Men,2021,2021 B,B,43.80,100 FreeMen20212021 BB
100 Free,Men,2021,2021 Invited,I,42.88,100 FreeMen20212021 InvitedI
1650 Free,Men,2021,2021 A,A,14:37.31,1650 FreeMen20212021 AA
1650 Free,Men,2021,2021 B,B,15:26.19,1650 FreeMen20212021 BB
1650 Free,Men,2021,2021 Invited,I,15:01.33,1650 FreeMen20212021 InvitedI
200 Back,Men,2021,2021 A,A,1:39.16,200 BackMen20212021 AA
200 Back,Men,2021,2021 B,B,1:45.04,200 BackMen20212021 BB
200 Back,Men,2021,2021 Invited,I,1:41.81,200 BackMen20212021 InvitedI
200 Breast,Men,2021,2021 A,A,1:52.61,200 BreastMen20212021 AA
200 Breast,Men,2021,2021 B,B,1:58.43,200 BreastMen20212021 BB
200 Breast,Men,2021,2021 Invited,I,1:54.28,200 BreastMen20212021 InvitedI
200 Fly,Men,2021,2021 A,A,1:40.76,200 FlyMen20212021 AA
200 Fly,Men,2021,2021 B,B,1:46.69,200 FlyMen20212021 BB
200 Fly,Men,2021,2021 Invited,I,1:43.47,200 FlyMen20212021 InvitedI
200 Free,Men,2021,2021 A,A,1:32.05,200 FreeMen20212021 AA
200 Free,Men,2021,2021 B,B,1:36.32,200 FreeMen20212021 BB
200 Free,Men,2021,2021 Invited,I,1:34.04,200 FreeMen20212021 InvitedI
200 Free Relay,Men,2021,2021 Invited,I,1:17.86,200 Free RelayMen20212021 InvitedI
200 IM,Men,2021,2021 A,A,1:41.34,200 IMMen20212021 AA
200 IM,Men,2021,2021 B,B,1:46.77,200 IMMen20212021 BB
200 IM,Men,2021,2021 Invited,I,1:44.15,200 IMMen20212021 InvitedI
200 Medley Relay,Men,2021,2021 Invited,I,1:24.86,200 Medley RelayMen20212021 InvitedI
400 Free Relay,Men,2021,2021 Invited,I,2:51.79,400 Free RelayMen20212021 InvitedI
400 IM,Men,2021,2021 A,A,3:39.16,400 IMMen20212021 AA
400 IM,Men,2021,2021 B,B,3:51.46,400 IMMen20212021 BB
400 IM,Men,2021,2021 Invited,I,3:45.67,400 IMMen20212021 InvitedI
400 Medley Relay,Men,2021,2021 Invited,I,3:07.65,400 Medley RelayMen20212021 InvitedI
50 Free,Men,2021,2021 A,A,18.96,50 FreeMen20212021 AA
50 Free,Men,2021,2021 B,B,19.96,50 FreeMen20212021 BB
50 Free,Men,2021,2021 Invited,I,19.46,50 FreeMen20212021 InvitedI
500 Free,Men,2021,2021 A,A,4:11.82,500 FreeMen20212021 AA
500 Free,Men,2021,2021 B,B,4:23.34,500 FreeMen20212021 BB
500 Free,Men,2021,2021 Invited,I,4:16.75,500 FreeMen20212021 InvitedI
800 Free Relay,Men,2021,2021 Invited,I,6:20.96,800 Free RelayMen20212021 InvitedI
100 Back,Women,2021,2021 A,A,50.93,100 BackWomen20212021 AA
100 Back,Women,2021,2021 B,B,53.94,100 BackWomen20212021 BB
100 Back,Women,2021,2021 Invited,I,53.01,100 BackWomen20212021 InvitedI
100 Breast,Women,2021,2021 A,A,58.60,100 BreastWomen20212021 AA
100 Breast,Women,2021,2021 B,B,1:01.84,100 BreastWomen20212021 BB
100 Breast,Women,2021,2021 Invited,I,1:00.12,100 BreastWomen20212021 InvitedI
100 Fly,Women,2021,2021 A,A,50.92,100 FlyWomen20212021 AA
100 Fly,Women,2021,2021 B,B,53.76,100 FlyWomen20212021 BB
100 Fly,Women,2021,2021 Invited,I,52.70,100 FlyWomen20212021 InvitedI
100 Free,Women,2021,2021 A,A,47.18,100 FreeWomen20212021 AA
100 Free,Women,2021,2021 B,B,49.51,100 FreeWomen20212021 BB
100 Free,Women,2021,2021 Invited,I,48.76,100 FreeWomen20212021 InvitedI
1650 Free,Women,2021,2021 A,A,15:52.41,1650 FreeWomen20212021 AA
1650 Free,Women,2021,2021 B,B,16:30.59,1650 FreeWomen20212021 BB
1650 Free,Women,2021,2021 Invited,I,16:25.47,1650 FreeWomen20212021 InvitedI
200 Back,Women,2021,2021 A,A,1:50.50,200 BackWomen20212021 AA
200 Back,Women,2021,2021 B,B,1:57.11,200 BackWomen20212021 BB
200 Back,Women,2021,2021 Invited,I,1:55.05,200 BackWomen20212021 InvitedI
200 Breast,Women,2021,2021 A,A,2:06.84,200 BreastWomen20212021 AA
200 Breast,Women,2021,2021 B,B,2:13.97,200 BreastWomen20212021 BB
200 Breast,Women,2021,2021 Invited,I,2:10.37,200 BreastWomen20212021 InvitedI
200 Fly,Women,2021,2021 A,A,1:53.20,200 FlyWomen20212021 AA
200 Fly,Women,2021,2021 B,B,1:59.23,200 FlyWomen20212021 BB
200 Fly,Women,2021,2021 Invited,I,1:57.42,200 FlyWomen20212021 InvitedI
200 Free,Women,2021,2021 A,A,1:42.98,200 FreeWomen20212021 AA
200 Free,Women,2021,2021 B,B,1:47.12,200 FreeWomen20212021 BB
200 Free,Women,2021,2021 Invited,I,1:46.25,200 FreeWomen20212021 InvitedI
200 Free Relay,Women,2021,2021 A,A,1:28.43,200 Free RelayWomen20212021 AA
200 Free Relay,Women,2021,2021 B,B,1:29.21,200 Free RelayWomen20212021 BB
200 Free Relay,Women,2021,2021 Invited,I,1:29.12,200 Free RelayWomen20212021 InvitedI
200 IM,Women,2021,2021 A,A,1:53.66,200 IMWomen20212021 AA
200 IM,Women,2021,2021 B,B,1:59.94,200 IMWomen20212021 BB
200 IM,Women,2021,2021 Invited,I,1:57.62,200 IMWomen20212021 InvitedI
200 Medley Relay,Women,2021,2021 A,A,1:36.40,200 Medley RelayWomen20212021 AA
200 Medley Relay,Women,2021,2021 B,B,1:37.05,200 Medley RelayWomen20212021 BB
200 Medley Relay,Women,2021,2021 Invited,I,1:36.85,200 Medley RelayWomen20212021 InvitedI
400 Free Relay,Women,2021,2021 A,A,3:14.61,400 Free RelayWomen20212021 AA
400 Free Relay,Women,2021,2021 B,B,3:16.35,400 Free RelayWomen20212021 BB
400 Free Relay,Women,2021,2021 Invited,I,3:16.07,400 Free RelayWomen20212021 InvitedI
400 IM,Women,2021,2021 A,A,4:03.62,400 IMWomen20212021 AA
400 IM,Women,2021,2021 B,B,4:17.30,400 IMWomen20212021 BB
400 IM,Women,2021,2021 Invited,I,4:13.19,400 IMWomen20212021 InvitedI
400 Medley Relay,Women,2021,2021 A,A,3:31.66,400 Medley RelayWomen20212021 AA
400 Medley Relay,Women,2021,2021 B,B,3:33.78,400 Medley RelayWomen20212021 BB
400 Medley Relay,Women,2021,2021 Invited,I,3:33.78,400 Medley RelayWomen20212021 InvitedI
50 Free,Women,2021,2021 A,A,21.66,50 FreeWomen20212021 AA
50 Free,Women,2021,2021 B,B,22.76,50 FreeWomen20212021 BB
50 Free,Women,2021,2021 Invited,I,22.32,50 FreeWomen20212021 InvitedI
500 Free,Women,2021,2021 A,A,4:35.76,500 FreeWomen20212021 AA
500 Free,Women,2021,2021 B,B,4:47.20,500 FreeWomen20212021 BB
500 Free,Women,2021,2021 Invited,I,4:44.77,500 FreeWomen20212021 InvitedI
800 Free Relay,Women,2021,2021 A,A,7:00.86,800 Free RelayWomen20212021 AA
800 Free Relay,Women,2021,2021 B,B,7:05.88,800 Free RelayWomen20212021 BB
800 Free Relay,Women,2021,2021 Invited,I,7:04.91,800 Free RelayWomen20212021 InvitedI
100 Back,Men,2020,2020 A,A,44.95,100 BackMen20202020 AA
100 Back,Men,2020,2020 B,B,47.77,100 BackMen20202020 BB
100 Back,Men,2020,2020 Invited,I,46.22,100 BackMen20202020 InvitedI
100 Breast,Men,2020,2020 A,A,51.67,100 BreastMen20202020 AA
100 Breast,Men,2020,2020 B,B,54.27,100 BreastMen20202020 BB
100 Breast,Men,2020,2020 Invited,I,52.46,100 BreastMen20202020 InvitedI
100 Fly,Men,2020,2020 A,A,45.05,100 FlyMen20202020 AA
100 Fly,Men,2020,2020 B,B,47.43,100 FlyMen20202020 BB
100 Fly,Men,2020,2020 Invited,I,45.97,100 FlyMen20202020 InvitedI
100 Free,Men,2020,2020 A,A,41.71,100 FreeMen20202020 AA
100 Free,Men,2020,2020 B,B,43.8,100 FreeMen20202020 BB
100 Free,Men,2020,2020 Invited,I,42.57,100 FreeMen20202020 InvitedI
1650 Free,Men,2020,2020 A,A,14:37.31,1650 FreeMen20202020 AA
1650 Free,Men,2020,2020 B,B,15:26.19,1650 FreeMen20202020 BB
1650 Free,Men,2020,2020 Invited,I,14:57.07,1650 FreeMen20202020 InvitedI
200 Back,Men,2020,2020 A,A,1:39.16,200 BackMen20202020 AA
200 Back,Men,2020,2020 B,B,1:45.04,200 BackMen20202020 BB
200 Back,Men,2020,2020 Invited,I,1:41.49,200 BackMen20202020 InvitedI
200 Breast,Men,2020,2020 A,A,1:52.61,200 BreastMen20202020 AA
200 Breast,Men,2020,2020 B,B,1:58.43,200 BreastMen20202020 BB
200 Breast,Men,2020,2020 Invited,I,1:54.03,200 BreastMen20202020 InvitedI
200 Fly,Men,2020,2020 A,A,1:40.76,200 FlyMen20202020 AA
200 Fly,Men,2020,2020 B,B,1:46.69,200 FlyMen20202020 BB
200 Fly,Men,2020,2020 Invited,I,1:43.18,200 FlyMen20202020 InvitedI
200 Free,Men,2020,2020 A,A,1:32.05,200 FreeMen20202020 AA
200 Free,Men,2020,2020 B,B,1:36.32,200 FreeMen20202020 BB
200 Free,Men,2020,2020 Invited,I,1:34.07,200 FreeMen20202020 InvitedI
200 IM,Men,2020,2020 A,A,1:41.34,200 IMMen20202020 AA
200 IM,Men,2020,2020 B,B,1:46.77,200 IMMen20202020 BB
200 IM,Men,2020,2020 Invited,I,1:43.79,200 IMMen20202020 InvitedI
400 IM,Men,2020,2020 A,A,3:39.16,400 IMMen20202020 AA
400 IM,Men,2020,2020 B,B,3:51.46,400 IMMen20202020 BB
400 IM,Men,2020,2020 Invited,I,3:44.36,400 IMMen20202020 InvitedI
50 Free,Men,2020,2020 A,A,18.96,50 FreeMen20202020 AA
50 Free,Men,2020,2020 B,B,19.96,50 FreeMen20202020 BB
500 Free,Men,2020,2020 A,A,4:11.82,500 FreeMen20202020 AA
500 Free,Men,2020,2020 B,B,4:23.34,500 FreeMen20202020 BB
500 Free,Men,2020,2020 Invited,I,4:16.49,500 FreeMen20202020 InvitedI
100 Back,Women,2020,2020 A,A,50.93,100 BackWomen20202020 AA
100 Back,Women,2020,2020 B,B,53.94,100 BackWomen20202020 BB
100 Back,Women,2020,2020 Invited,I,52.73,100 BackWomen20202020 InvitedI
100 Breast,Women,2020,2020 A,A,58.60,100 BreastWomen20202020 AA
100 Breast,Women,2020,2020 B,B,1:01.84,100 BreastWomen20202020 BB
100 Breast,Women,2020,2020 Invited,I,59.98,100 BreastWomen20202020 InvitedI
100 Fly,Women,2020,2020 A,A,50.92,100 FlyWomen20202020 AA
100 Fly,Women,2020,2020 B,B,53.76,100 FlyWomen20202020 BB
100 Fly,Women,2020,2020 Invited,I,52.34,100 FlyWomen20202020 InvitedI
100 Free,Women,2020,2020 A,A,47.18,100 FreeWomen20202020 AA
100 Free,Women,2020,2020 B,B,49.51,100 FreeWomen20202020 BB
100 Free,Women,2020,2020 Invited,I,48.51,100 FreeWomen20202020 InvitedI
1650 Free,Women,2020,2020 A,A,15:52.41,1650 FreeWomen20202020 AA
1650 Free,Women,2020,2020 B,B,16:30.59,1650 FreeWomen20202020 BB
1650 Free,Women,2020,2020 Invited,I,16:17.45,1650 FreeWomen20202020 InvitedI
200 Back,Women,2020,2020 A,A,1:50.50,200 BackWomen20202020 AA
200 Back,Women,2020,2020 B,B,1:57.11,200 BackWomen20202020 BB
200 Back,Women,2020,2020 Invited,I,1:53.99,200 BackWomen20202020 InvitedI
200 Breast,Women,2020,2020 A,A,2:06.84,200 BreastWomen20202020 AA
200 Breast,Women,2020,2020 B,B,2:13.97,200 BreastWomen20202020 BB
200 Breast,Women,2020,2020 Invited,I,2:10.12,200 BreastWomen20202020 InvitedI
200 Fly,Women,2020,2020 A,A,1:53.20,200 FlyWomen20202020 AA
200 Fly,Women,2020,2020 B,B,1:59.23,200 FlyWomen20202020 BB
200 Fly,Women,2020,2020 Invited,I,1:56.06,200 FlyWomen20202020 InvitedI
200 Free,Women,2020,2020 A,A,1:42.98,200 FreeWomen20202020 AA
200 Free,Women,2020,2020 B,B,1:47.12,200 FreeWomen20202020 BB
200 Free,Women,2020,2020 Invited,I,1:45.23,200 FreeWomen20202020 InvitedI
200 Free Relay,Women,2020,2020 A,A,1:28.43,200 Free RelayWomen20202020 AA
200 Free Relay,Women,2020,2020 B,B,1:29.21,200 Free RelayWomen20202020 BB
200 Free Relay,Women,2020,2020 Invited,I,1:29.21,200 Free RelayWomen20202020 InvitedI
200 IM,Women,2020,2020 A,A,1:53.66,200 IMWomen20202020 AA
200 IM,Women,2020,2020 B,B,1:59.94,200 IMWomen20202020 BB
200 IM,Women,2020,2020 Invited,I,1:57.31,200 IMWomen20202020 InvitedI
200 Medley Relay,Women,2020,2020 A,A,1:36.40,200 Medley RelayWomen20202020 AA
200 Medley Relay,Women,2020,2020 B,B,1:37.05,200 Medley RelayWomen20202020 BB
200 Medley Relay,Women,2020,2020 Invited,I,1:37.04,200 Medley RelayWomen20202020 InvitedI
400 Free Relay,Women,2020,2020 A,A,3:14.61,400 Free RelayWomen20202020 AA
400 Free Relay,Women,2020,2020 B,B,3:16.35,400 Free RelayWomen20202020 BB
400 Free Relay,Women,2020,2020 Invited,I,3:15.92,400 Free RelayWomen20202020 InvitedI
400 IM,Women,2020,2020 A,A,4:03.62,400 IMWomen20202020 AA
400 IM,Women,2020,2020 B,B,4:17.30,400 IMWomen20202020 BB
400 IM,Women,2020,2020 Invited,I,4:10.39,400 IMWomen20202020 InvitedI
400 Medley Relay,Women,2020,2020 A,A,3:31.66,400 Medley RelayWomen20202020 AA
400 Medley Relay,Women,2020,2020 B,B,3:33.78,400 Medley RelayWomen20202020 BB
400 Medley Relay,Women,2020,2020 Invited,I,3:33.76,400 Medley RelayWomen20202020 InvitedI
50 Free,Women,2020,2020 A,A,21.66,50 FreeWomen20202020 AA
50 Free,Women,2020,2020 B,B,22.76,50 FreeWomen20202020 BB
50 Free,Women,2020,2020 Invited,I,22.21,50 FreeWomen20202020 InvitedI
500 Free,Women,2020,2020 A,A,4:35.76,500 FreeWomen20202020 AA
500 Free,Women,2020,2020 B,B,4:47.20,500 FreeWomen20202020 BB
500 Free,Women,2020,2020 Invited,I,4:41.20,500 FreeWomen20202020 InvitedI
800 Free Relay,Women,2020,2020 A,A,7:00.86,800 Free RelayWomen20202020 AA
800 Free Relay,Women,2020,2020 B,B,7:05.88,800 Free RelayWomen20202020 BB
800 Free Relay,Women,2020,2020 Invited,I,7:05.88,800 Free RelayWomen20202020 InvitedI
100 Back,Men,2019,2019 A,A,45.12,100 BackMen20192019 AA
100 Back,Men,2019,2019 B,B,47.77,100 BackMen20192019 BB
100 Back,Men,2019,2019 Invited,I,46.06,100 BackMen20192019 InvitedI
100 Breast,Men,2019,2019 A,A,51.73,100 BreastMen20192019 AA
100 Breast,Men,2019,2019 B,B,54.27,100 BreastMen20192019 BB
100 Breast,Men,2019,2019 Invited,I,52.52,100 BreastMen20192019 InvitedI
100 Fly,Men,2019,2019 A,A,45.24,100 FlyMen20192019 AA
100 Fly,Men,2019,2019 B,B,47.43,100 FlyMen20192019 BB
100 Fly,Men,2019,2019 Invited,I,45.9,100 FlyMen20192019 InvitedI
100 Free,Men,2019,2019 A,A,41.88,100 FreeMen20192019 AA
100 Free,Men,2019,2019 B,B,43.80,100 FreeMen20192019 BB
